2.48098	1.90977	2.48098	3.90977	4.6305	-0.215236	20	2.48098	3.90977	4.6305	-0.215236	20
2.97458	3.06381	2.97458	3.56381	4.64208	-0.214889	8	2.97458	3.56381	4.64208	-0.214889	8
2.6449	3.07383	2.6449	3.57383	4.44609	-0.216989	8	2.6449	3.57383	4.44609	-0.216989	8
2.02669	3.78775	2.02669	3.78775	4.29587	-0.21288	4	2.02669	3.78775	4.29587	-0.21288	4
1.12031	2.38881	2.24062	4.77762	5.27693	-0.160099	9	2.24062	4.77762	5.27693	-0.160099	9
1.91143	3.05794	1.91143	4.05794	4.48559	-0.217227	12	1.91143	4.05794	4.48559	-0.217227	12
2.00441	3.48604	2.00441	3.98604	4.46163	-0.217123	8	2.00441	3.98604	4.46163	-0.217123	8
2.84716	3.12698	2.84716	3.62698	4.611	-0.215759	8	2.84716	3.62698	4.611	-0.215759	8
3.89106	2.22913	3.89106	2.22913	4.48435	-0.217225	4	3.89106	2.22913	4.48435	-0.217225	4
1.08521	1.68015	2.17041	4.36031	4.87063	-0.202747	10	2.17041	4.36031	4.87063	-0.202747	10
1.54437	4.06074	1.54437	4.06074	4.3445	-0.214775	4	1.54437	4.06074	4.3445	-0.214775	4
2.50782	1.07959	5.01565	2.15918	5.46066	-0.134209	9	5.01565	2.15918	5.46066	-0.134209	9
1.99803	1.05716	3.99605	2.11431	4.52093	-0.217152	9	3.99605	2.11431	4.52093	-0.217152	9
2.98753	2.71392	2.98753	3.21392	4.38801	-0.216009	8	2.98753	3.21392	4.38801	-0.216009	8
1.82266	3.55879	1.82266	4.05879	4.44926	-0.217021	8	1.82266	4.05879	4.44926	-0.217021	8
1.78996	1.53962	3.57992	3.07923	4.72203	-0.211764	9	3.57992	3.07923	4.72203	-0.211764	9
3.35873	2.36585	3.35873	2.86585	4.41522	-0.216562	8	3.35873	2.86585	4.41522	-0.216562	8
1.19115	1.00313	3.57345	3.00939	4.67183	-0.213873	9	3.57345	3.00939	4.67183	-0.213873	9
1.57753	3.22431	1.57753	4.22431	4.50926	-0.217206	12	1.57753	4.22431	4.50926	-0.217206	12
1.12865	3.42418	1.12865	4.42418	4.56588	-0.216669	12	1.12865	4.42418	4.56588	-0.216669	12
2.98274	1.66709	2.98274	3.16709	4.35054	-0.214972	16	2.98274	3.16709	4.35054	-0.214972	16
1.3971	1.41365	2.7942	3.82729	4.73875	-0.210953	10	2.7942	3.82729	4.73875	-0.210953	10
4.18214	1.05971	4.18214	1.55971	4.46352	-0.217136	8	4.18214	1.55971	4.46352	-0.217136	8
1.6454	1.82146	3.29081	3.64292	4.90921	-0.199766	9	3.29081	3.64292	4.90921	-0.199766	9
1.8547	1.02033	3.7094	2.54066	4.49607	-0.217233	13	3.7094	2.54066	4.49607	-0.217233	13
2.59547	2.12301	2.59547	3.62301	4.45675	-0.217087	16	2.59547	3.62301	4.45675	-0.217087	16
1.93189	3.30479	1.93189	4.30479	4.71841	-0.211932	12	1.93189	4.30479	4.71841	-0.211932	12
2.15672	3.24897	2.15672	3.74897	4.32507	-0.214083	8	2.15672	3.74897	4.32507	-0.214083	8
1.32187	2.95896	1.32187	4.45896	4.65077	-0.21461	16	1.32187	4.45896	4.65077	-0.21461	16
3.66185	2.4933	3.66185	2.4933	4.43009	-0.216794	4	3.66185	2.4933	4.43009	-0.216794	4
2.75636	2.76801	2.75636	3.76801	4.66856	-0.213993	12	2.75636	3.76801	4.66856	-0.213993	12
1.46019	3.52922	1.46019	4.02922	4.28564	-0.212411	8	1.46019	4.02922	4.28564	-0.212411	8
4.16724	1.02975	4.16724	1.52975	4.43915	-0.216911	8	4.16724	1.52975	4.43915	-0.216911	8
3.42208	1.47664	3.42208	2.97664	4.53553	-0.217042	16	3.42208	2.97664	4.53553	-0.217042	16
1.39904	2.01405	2.79807	4.0281	4.90457	-0.200138	9	2.79807	4.0281	4.90457	-0.200138	9
1.81649	2.81435	1.81649	4.31435	4.68116	-0.213518	16	1.81649	4.31435	4.68116	-0.213518	16
1.78715	1.75372	3.57429	3.50744	5.00776	-0.191042	9	3.57429	3.50744	5.00776	-0.191042	9
3.59661	1.51479	3.59661	2.51479	4.3886	-0.216023	12	3.59661	2.51479	4.3886	-0.216023	12
1.83798	1.59522	3.67596	3.19044	4.8674	-0.202985	9	3.67596	3.19044	4.8674	-0.202985	9
2.33232	2.05021	2.33232	4.05021	4.67375	-0.213801	20	2.33232	4.05021	4.67375	-0.213801	20
3.47566	2.06027	3.47566	3.06027	4.63092	-0.215224	12	3.47566	3.06027	4.63092	-0.215224	12
4.08064	1.66865	4.08064	1.66865	4.40863	-0.216443	4	4.08064	1.66865	4.40863	-0.216443	4
2.31684	2.97993	2.31684	3.97993	4.60517	-0.2159	12	2.31684	3.97993	4.60517	-0.2159	12
2.26215	2.43988	2.26215	3.93988	4.54312	-0.216967	16	2.26215	3.93988	4.54312	-0.216967	16
1.79994	3.2431	1.79994	4.2431	4.60909	-0.215806	12	1.79994	4.2431	4.60909	-0.215806	12
3.7146	1.54142	3.7146	2.54142	4.50079	-0.217228	12	3.7146	2.54142	4.50079	-0.217228	12
1.91797	3.64684	1.91797	4.14684	4.56891	-0.216622	8	1.91797	4.14684	4.56891	-0.216622	8
2.44927	3.22882	2.44927	3.72882	4.46128	-0.217121	8	2.44927	3.72882	4.46128	-0.217121	8
2.77609	1.22435	2.77609	3.72435	4.64515	-0.214792	24	2.77609	3.72435	4.64515	-0.214792	24
3.59614	2.6635	3.59614	2.6635	4.47509	-0.217197	4	3.59614	2.6635	4.47509	-0.217197	4
3.52702	2.41543	3.52702	2.91543	4.57598	-0.216502	8	3.52702	2.91543	4.57598	-0.216502	8
1.73251	1.75048	3.46501	3.50096	4.92575	-0.198411	9	3.46501	3.50096	4.92575	-0.198411	9
1.07288	3.52441	1.07288	4.52441	4.64988	-0.214639	12	1.07288	4.52441	4.64988	-0.214639	12
1.77773	2.79447	1.77773	4.29447	4.64788	-0.214704	16	1.77773	4.29447	4.64788	-0.214704	16
4.27762	1.14239	4.27762	1.14239	4.42754	-0.216758	4	4.27762	1.14239	4.42754	-0.216758	4
2.44565	2.65561	2.44565	3.65561	4.39826	-0.216237	12	2.44565	3.65561	4.39826	-0.216237	12
